# YSES-1b SINFONI emission data from Zhang et al. (2021), Nat, 595.

# The @DEPTH_UNITS defines the spectrum and uncert units
# (none, percent, ppt, ppm, f_lambda), with f_lambda => W m⁻² μm⁻¹
@DEPTH_UNITS
f_lambda

# The @DATA flag sets the data
# flux            flux_err         wavelength  half_width    instrument
@DATA
 6.09289993e-16   2.00202116e-17     2.387926    0.000000    sinfoni
 5.58117661e-16   1.67643738e-17     2.388180    0.000000    sinfoni
 6.04594020e-16   1.52578769e-17     2.388435    0.000000    sinfoni
 6.08112133e-16   1.50487496e-17     2.388689    0.000000    sinfoni
 6.40213716e-16   1.48316181e-17     2.388943    0.000000    sinfoni
 6.17267443e-16   1.50859468e-17     2.389197    0.000000    sinfoni
 6.09413389e-16   1.53377457e-17     2.389451    0.000000    sinfoni
 6.90443892e-16   1.66802963e-17     2.389706    0.000000    sinfoni
 6.99130738e-16   1.64640741e-17     2.389960    0.000000    sinfoni
 6.53272985e-16   1.53922801e-17     2.390214    0.000000    sinfoni
 6.72912515e-16   1.52633990e-17     2.390468    0.000000    sinfoni
 6.57331569e-16   1.64876557e-17     2.390722    0.000000    sinfoni
 6.61698739e-16   2.01600285e-17     2.390977    0.000000    sinfoni
 6.37275801e-16   2.36523886e-17     2.391231    0.000000    sinfoni
 5.87570893e-16   2.09550142e-17     2.391485    0.000000    sinfoni
 5.84418135e-16   1.60235077e-17     2.391739    0.000000    sinfoni
 5.98654515e-16   1.53807076e-17     2.391994    0.000000    sinfoni
 5.71407529e-16   1.46520162e-17     2.392248    0.000000    sinfoni
 6.24204510e-16   1.48433461e-17     2.392502    0.000000    sinfoni
 6.14541601e-16   1.49137664e-17     2.392756    0.000000    sinfoni
 5.89233144e-16   1.52289101e-17     2.393011    0.000000    sinfoni
 6.40901423e-16   1.55242378e-17     2.393265    0.000000    sinfoni
 6.55474408e-16   1.50322676e-17     2.393519    0.000000    sinfoni
 6.61024421e-16   1.50466315e-17     2.393773    0.000000    sinfoni
 7.13498999e-16   1.60837970e-17     2.394027    0.000000    sinfoni
 6.84512314e-16   1.65873901e-17     2.394282    0.000000    sinfoni
 6.42959397e-16   1.57009133e-17     2.394536    0.000000    sinfoni
 5.69346666e-16   1.48488746e-17     2.394790    0.000000    sinfoni
 5.66685757e-16   1.46095183e-17     2.395045    0.000000    sinfoni
 6.16971877e-16   1.55007738e-17     2.395299    0.000000    sinfoni
 6.58282794e-16   1.51411916e-17     2.395554    0.000000    sinfoni
 6.51384749e-16   1.50726943e-17     2.395808    0.000000    sinfoni
 6.29491029e-16   1.54193268e-17     2.396062    0.000000    sinfoni
 5.97888440e-16   1.79324593e-17     2.396316    0.000000    sinfoni
 6.17220326e-16   2.22288437e-17     2.396571    0.000000    sinfoni
 5.83288128e-16   1.82102854e-17     2.396825    0.000000    sinfoni
 5.87750619e-16   1.77644992e-17     2.397079    0.000000    sinfoni
 6.22169193e-16   1.60744912e-17     2.397333    0.000000    sinfoni
 6.57779907e-16   1.51245326e-17     2.397588    0.000000    sinfoni
 5.80469607e-16   1.49362315e-17     2.397842    0.000000    sinfoni
 5.52798810e-16   1.48966160e-17     2.398097    0.000000    sinfoni
 5.84284675e-16   1.61681884e-17     2.398351    0.000000    sinfoni
 6.22019168e-16   1.51546212e-17     2.398606    0.000000    sinfoni
 6.23193877e-16   1.47175194e-17     2.398859    0.000000    sinfoni
 5.88245120e-16   1.47549337e-17     2.399114    0.000000    sinfoni
 5.59881370e-16   1.45635636e-17     2.399368    0.000000    sinfoni
 6.04531836e-16   1.51099963e-17     2.399623    0.000000    sinfoni
 6.76089685e-16   1.54942737e-17     2.399877    0.000000    sinfoni
 6.07817465e-16   1.71788558e-17     2.400132    0.000000    sinfoni
 5.84270818e-16   1.63679359e-17     2.400386    0.000000    sinfoni
 6.09278968e-16   1.49623180e-17     2.400640    0.000000    sinfoni
 5.99575930e-16   1.45248338e-17     2.400895    0.000000    sinfoni
 5.95572265e-16   1.43882441e-17     2.401149    0.000000    sinfoni
 6.18335504e-16   1.45093576e-17     2.401403    0.000000    sinfoni
 6.11279492e-16   1.45799177e-17     2.401658    0.000000    sinfoni
 6.00224406e-16   1.45165530e-17     2.401912    0.000000    sinfoni
 6.10674947e-16   1.47353990e-17     2.402167    0.000000    sinfoni
 5.93550503e-16   1.44781220e-17     2.402421    0.000000    sinfoni
 5.85607471e-16   1.42916171e-17     2.402676    0.000000    sinfoni
 5.96506437e-16   1.46706590e-17     2.402930    0.000000    sinfoni
 6.31315493e-16   1.50683986e-17     2.403185    0.000000    sinfoni
 6.64687606e-16   1.53538378e-17     2.403439    0.000000    sinfoni
 6.67305020e-16   1.68412110e-17     2.403694    0.000000    sinfoni
 6.47802297e-16   2.19270868e-17     2.403948    0.000000    sinfoni
 5.99476682e-16   2.41972223e-17     2.404202    0.000000    sinfoni
 6.43599441e-16   1.71121572e-17     2.404457    0.000000    sinfoni
 5.95588513e-16   1.49357777e-17     2.404711    0.000000    sinfoni
 5.73344005e-16   1.45321880e-17     2.404966    0.000000    sinfoni
 6.37823874e-16   1.49825873e-17     2.405220    0.000000    sinfoni
 6.18079737e-16   1.55269834e-17     2.405475    0.000000    sinfoni
 5.85298667e-16   1.50989165e-17     2.405729    0.000000    sinfoni
 6.00828986e-16   1.56941445e-17     2.405984    0.000000    sinfoni
 5.71872710e-16   1.51165032e-17     2.406238    0.000000    sinfoni
 6.17538392e-16   1.64595495e-17     2.406493    0.000000    sinfoni
 6.11111591e-16   2.04253735e-17     2.406747    0.000000    sinfoni
 5.28713294e-16   1.82966481e-17     2.407002    0.000000    sinfoni
 5.51636045e-16   1.70915559e-17     2.407256    0.000000    sinfoni
 5.74079047e-16   1.90634162e-17     2.407511    0.000000    sinfoni
 5.65640732e-16   1.62834262e-17     2.407765    0.000000    sinfoni
 5.56517128e-16   1.50132623e-17     2.408020    0.000000    sinfoni
 5.33663194e-16   1.44369893e-17     2.408274    0.000000    sinfoni
 5.50397078e-16   1.41619936e-17     2.408529    0.000000    sinfoni
 5.73231505e-16   1.45382198e-17     2.408783    0.000000    sinfoni
 5.79218572e-16   1.47063586e-17     2.409038    0.000000    sinfoni
 5.85752480e-16   1.55664858e-17     2.409293    0.000000    sinfoni
 6.08955426e-16   1.85277680e-17     2.409547    0.000000    sinfoni
 5.85937599e-16   2.05370803e-17     2.409801    0.000000    sinfoni
 5.75840659e-16   1.64932746e-17     2.410056    0.000000    sinfoni
 5.59368608e-16   1.52898639e-17     2.410311    0.000000    sinfoni
 6.06853474e-16   1.45951748e-17     2.410565    0.000000    sinfoni
 6.17160713e-16   1.47145245e-17     2.410820    0.000000    sinfoni
 6.02537376e-16   1.46727280e-17     2.411075    0.000000    sinfoni
 5.85358515e-16   1.58068428e-17     2.411329    0.000000    sinfoni
 5.39621267e-16   1.79018266e-17     2.411584    0.000000    sinfoni
 5.45994053e-16   1.63796750e-17     2.411838    0.000000    sinfoni
 5.78959061e-16   1.52581915e-17     2.412093    0.000000    sinfoni
 5.72965541e-16   1.46897372e-17     2.412348    0.000000    sinfoni
 5.78098166e-16   1.40707744e-17     2.412602    0.000000    sinfoni
 5.52569984e-16   1.38695410e-17     2.412857    0.000000    sinfoni
 5.34751223e-16   1.38221974e-17     2.413111    0.000000    sinfoni
 5.78685983e-16   1.49854936e-17     2.413366    0.000000    sinfoni
 5.38032023e-16   1.62118168e-17     2.413620    0.000000    sinfoni
 5.44983297e-16   1.74756167e-17     2.413875    0.000000    sinfoni
 5.69394451e-16   2.19006608e-17     2.414130    0.000000    sinfoni
 5.61034752e-16   1.77779334e-17     2.414384    0.000000    sinfoni
 5.60969632e-16   1.51694179e-17     2.414639    0.000000    sinfoni
 5.71838062e-16   1.46895429e-17     2.414894    0.000000    sinfoni
 5.92013777e-16   1.57450459e-17     2.415149    0.000000    sinfoni
 6.32747590e-16   1.92190764e-17     2.415403    0.000000    sinfoni
 6.41377882e-16   3.09311419e-17     2.415658    0.000000    sinfoni
 5.68440983e-16   3.68329345e-17     2.415912    0.000000    sinfoni
 5.12457287e-16   2.39978322e-17     2.416167    0.000000    sinfoni
 5.10137621e-16   1.65807092e-17     2.416422    0.000000    sinfoni
 4.79702700e-16   1.51982276e-17     2.416677    0.000000    sinfoni
 5.27501521e-16   1.45536502e-17     2.416931    0.000000    sinfoni
 5.50256115e-16   1.47696676e-17     2.417186    0.000000    sinfoni
 5.54462522e-16   1.48029208e-17     2.417441    0.000000    sinfoni
 5.50302330e-16   1.54344850e-17     2.417695    0.000000    sinfoni
 5.40284646e-16   1.67374616e-17     2.417950    0.000000    sinfoni
 5.49008237e-16   2.21191057e-17     2.418205    0.000000    sinfoni
 5.43992352e-16   2.91981286e-17     2.418459    0.000000    sinfoni
 6.36120777e-16   2.64010485e-17     2.418714    0.000000    sinfoni
 6.10120827e-16   3.55359544e-17     2.418969    0.000000    sinfoni
 5.45027959e-16   2.79045205e-17     2.419224    0.000000    sinfoni
 4.63539919e-16   2.05056903e-17     2.419478    0.000000    sinfoni
 4.90208612e-16   1.68284837e-17     2.419733    0.000000    sinfoni
 5.24144735e-16   1.50955196e-17     2.419988    0.000000    sinfoni
 5.85822375e-16   1.46130887e-17     2.420243    0.000000    sinfoni
 6.25954221e-16   1.46432438e-17     2.420497    0.000000    sinfoni
 5.85555375e-16   1.47418012e-17     2.420752    0.000000    sinfoni
 5.98313544e-16   1.44498847e-17     2.421007    0.000000    sinfoni
 5.60992726e-16   1.42177650e-17     2.421262    0.000000    sinfoni
 5.32827078e-16   1.46355875e-17     2.421516    0.000000    sinfoni
 5.32919678e-16   1.59918679e-17     2.421771    0.000000    sinfoni
 5.27539493e-16   1.56631622e-17     2.422026    0.000000    sinfoni
 5.18083436e-16   1.43515480e-17     2.422281    0.000000    sinfoni
 5.45825957e-16   1.45859615e-17     2.422536    0.000000    sinfoni
 5.79640641e-16   1.45720449e-17     2.422791    0.000000    sinfoni
 5.52573317e-16   1.45119749e-17     2.423045    0.000000    sinfoni
 5.36749480e-16   1.44143522e-17     2.423300    0.000000    sinfoni
 5.39875451e-16   1.56721229e-17     2.423555    0.000000    sinfoni
 5.71496310e-16   1.93739894e-17     2.423810    0.000000    sinfoni
 5.95051964e-16   1.90179175e-17     2.424065    0.000000    sinfoni
 6.08018048e-16   1.59155403e-17     2.424319    0.000000    sinfoni
 5.57068672e-16   1.50269916e-17     2.424574    0.000000    sinfoni
 5.57109540e-16   1.50645146e-17     2.424829    0.000000    sinfoni
 5.79810693e-16   1.51910873e-17     2.425084    0.000000    sinfoni
 5.54903558e-16   1.49450308e-17     2.425339    0.000000    sinfoni
 5.27458082e-16   1.47871468e-17     2.425594    0.000000    sinfoni
 5.14704279e-16   1.58412898e-17     2.425849    0.000000    sinfoni
 5.15991422e-16   1.98870822e-17     2.426103    0.000000    sinfoni
 5.19208281e-16   1.87239960e-17     2.426358    0.000000    sinfoni
 5.41938338e-16   1.56325035e-17     2.426613    0.000000    sinfoni
 5.32544355e-16   1.49244617e-17     2.426868    0.000000    sinfoni
 5.60839319e-16   1.50587304e-17     2.427123    0.000000    sinfoni
 5.42381062e-16   1.45012814e-17     2.427378    0.000000    sinfoni
 5.52546368e-16   1.42775293e-17     2.427633    0.000000    sinfoni
 5.17556974e-16   1.42530640e-17     2.427887    0.000000    sinfoni
 4.92837946e-16   1.37959244e-17     2.428142    0.000000    sinfoni
 4.93168235e-16   1.41326886e-17     2.428397    0.000000    sinfoni
 5.28339335e-16   1.43817070e-17     2.428652    0.000000    sinfoni
 5.67874877e-16   1.42656521e-17     2.428907    0.000000    sinfoni
 5.50345416e-16   1.42112529e-17     2.429162    0.000000    sinfoni
 5.79582262e-16   1.42788646e-17     2.429417    0.000000    sinfoni
 5.84893017e-16   1.47049562e-17     2.429672    0.000000    sinfoni
 5.88324636e-16   1.42566215e-17     2.429927    0.000000    sinfoni
 5.44117265e-16   1.39934751e-17     2.430182    0.000000    sinfoni
 5.48821182e-16   1.40775110e-17     2.430437    0.000000    sinfoni
 5.62622721e-16   1.40329016e-17     2.430692    0.000000    sinfoni
 5.05715939e-16   1.38939363e-17     2.430947    0.000000    sinfoni
 5.26003867e-16   1.40963297e-17     2.431202    0.000000    sinfoni
 5.39276471e-16   1.41597767e-17     2.431456    0.000000    sinfoni
 5.35341546e-16   1.40870149e-17     2.431712    0.000000    sinfoni
 5.28907986e-16   1.39869371e-17     2.431967    0.000000    sinfoni
 5.48565301e-16   1.41327848e-17     2.432221    0.000000    sinfoni
 5.80090692e-16   1.46704189e-17     2.432476    0.000000    sinfoni
 5.75682754e-16   1.57553273e-17     2.432732    0.000000    sinfoni
 5.74706935e-16   1.85380758e-17     2.432986    0.000000    sinfoni
 5.47928513e-16   2.10181768e-17     2.433241    0.000000    sinfoni
 4.90830372e-16   1.63698624e-17     2.433496    0.000000    sinfoni
 4.52952071e-16   1.48293144e-17     2.433752    0.000000    sinfoni
 4.56285438e-16   1.51168434e-17     2.434006    0.000000    sinfoni
 4.80566168e-16   1.56250812e-17     2.434261    0.000000    sinfoni
 4.97503829e-16   1.80976740e-17     2.434517    0.000000    sinfoni
 4.68856315e-16   2.37991584e-17     2.434772    0.000000    sinfoni
 5.55496957e-16   3.88577899e-17     2.435026    0.000000    sinfoni
 5.36225101e-16   6.70226000e-17     2.435282    0.000000    sinfoni
 5.55543841e-16   3.68897244e-17     2.435537    0.000000    sinfoni
 5.23460263e-16   3.31661314e-17     2.435792    0.000000    sinfoni
 5.30413896e-16   4.40783219e-17     2.436047    0.000000    sinfoni
 4.92860710e-16   3.21626509e-17     2.436302    0.000000    sinfoni
 4.38224165e-16   2.13601493e-17     2.436557    0.000000    sinfoni
 4.26136821e-16   1.64815571e-17     2.436812    0.000000    sinfoni
 4.26167990e-16   1.48130950e-17     2.437067    0.000000    sinfoni
 4.86091693e-16   1.46403160e-17     2.437322    0.000000    sinfoni
 5.09293852e-16   1.45472687e-17     2.437577    0.000000    sinfoni
 5.10428437e-16   1.41455991e-17     2.437832    0.000000    sinfoni
 5.15204284e-16   1.40151325e-17     2.438087    0.000000    sinfoni
 5.66431098e-16   1.41149336e-17     2.438342    0.000000    sinfoni
 5.85877957e-16   1.42247755e-17     2.438597    0.000000    sinfoni
 5.62288600e-16   1.40766267e-17     2.438852    0.000000    sinfoni
 5.64455732e-16   1.39802900e-17     2.439108    0.000000    sinfoni
 5.83323026e-16   1.41571618e-17     2.439363    0.000000    sinfoni
 5.61394834e-16   1.41007222e-17     2.439618    0.000000    sinfoni
 5.57091134e-16   1.37808102e-17     2.439873    0.000000    sinfoni
 5.10559386e-16   1.40806093e-17     2.440128    0.000000    sinfoni
 5.42212276e-16   1.40842595e-17     2.440383    0.000000    sinfoni
 5.35586107e-16   1.41644704e-17     2.440639    0.000000    sinfoni
 5.36539603e-16   1.39110333e-17     2.440893    0.000000    sinfoni
 5.12239397e-16   1.47415966e-17     2.441149    0.000000    sinfoni
 5.33897180e-16   1.40505099e-17     2.441404    0.000000    sinfoni
 5.07078561e-16   1.38894693e-17     2.441659    0.000000    sinfoni
 5.09231915e-16   1.39868517e-17     2.441914    0.000000    sinfoni
 5.25422248e-16   1.43717391e-17     2.442169    0.000000    sinfoni
 4.84979113e-16   1.50326136e-17     2.442425    0.000000    sinfoni
 4.69942062e-16   1.69051486e-17     2.442680    0.000000    sinfoni
 5.00815129e-16   1.57325897e-17     2.442935    0.000000    sinfoni
 5.32762592e-16   1.46500463e-17     2.443190    0.000000    sinfoni
 5.42483927e-16   1.43217842e-17     2.443446    0.000000    sinfoni
 4.94637551e-16   1.43375940e-17     2.443700    0.000000    sinfoni
 4.89663673e-16   1.40991491e-17     2.443956    0.000000    sinfoni
 4.60954151e-16   1.38536281e-17     2.444211    0.000000    sinfoni
 4.49843096e-16   1.37792952e-17     2.444466    0.000000    sinfoni
 4.93909160e-16   1.42882894e-17     2.444721    0.000000    sinfoni
 5.07703296e-16   1.48167341e-17     2.444977    0.000000    sinfoni
 5.03548248e-16   1.57292002e-17     2.445232    0.000000    sinfoni
