# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (e.g., none, percent, ppt, ppm)
@DEPTH_UNITS
ppm

# depth  depth_err    wl      half_width    instrument
@DATA
21867.5    111.2      2.6678    0.0135    nircam_f322w2
21740.6    100.4      2.6952    0.0140    nircam_f322w2
21753.2    125.5      2.7232    0.0140    nircam_f322w2
21702.1    105.1      2.7511    0.0140    nircam_f322w2
21695.4    110.2      2.7791    0.0140    nircam_f322w2
21816.8    106.2      2.8076    0.0145    nircam_f322w2
21730.3    122.0      2.8366    0.0145    nircam_f322w2
21621.2    113.6      2.8656    0.0145    nircam_f322w2
21762.5    123.4      2.8951    0.0150    nircam_f322w2
21675.7     98.9      2.9251    0.0150    nircam_f322w2
21706.7    104.9      2.9552    0.0150    nircam_f322w2
21490.9    106.0      2.9852    0.0150    nircam_f322w2
21408.1    110.8      3.0158    0.0155    nircam_f322w2
21346.1     99.3      3.0469    0.0155    nircam_f322w2
21382.2     98.8      3.0779    0.0155    nircam_f322w2
21402.3    109.6      3.1095    0.0160    nircam_f322w2
21385.2    121.1      3.1416    0.0161    nircam_f322w2
21078.1    100.6      3.1737    0.0161    nircam_f322w2
21288.7    100.3      3.2064    0.0166    nircam_f322w2
21198.7    100.2      3.2395    0.0166    nircam_f322w2
21022.4    101.7      3.2726    0.0166    nircam_f322w2
21014.7     95.5      3.3063    0.0171    nircam_f322w2
21185.3     98.0      3.3404    0.0171    nircam_f322w2
21246.3    103.4      3.3746    0.0171    nircam_f322w2
21064.8    102.0      3.4093    0.0176    nircam_f322w2
21260.6     97.3      3.4445    0.0176    nircam_f322w2
20909.2     99.4      3.4797    0.0176    nircam_f322w2
21017.2     97.6      3.5154    0.0181    nircam_f322w2
21044.6     99.5      3.5516    0.0181    nircam_f322w2
21052.6     97.8      3.5878    0.0181    nircam_f322w2
20954.3    100.1      3.6245    0.0186    nircam_f322w2
20970.9     95.3      3.6617    0.0186    nircam_f322w2
21028.8    113.4      3.6989    0.0186    nircam_f322w2
20914.1     96.0      3.7367    0.0191    nircam_f322w2
21058.6    101.5      3.7749    0.0191    nircam_f322w2
20739.2    101.4      3.8136    0.0196    nircam_f322w2
21005.8     99.8      3.8529    0.0196    nircam_f322w2
20738.8    116.1      3.8921    0.0196    nircam_f322w2
20976.7    104.0      3.9318    0.0201    nircam_f322w2
21040.7    114.5      3.9883    0.0363    nircam_f322w2

21351.2     92.8      5.125    0.125    miri_lrs
21517.2    125.0      5.375    0.125    miri_lrs
21357.7    149.6      5.625    0.125    miri_lrs
21362.2    125.8      5.875    0.125    miri_lrs
21266.6    124.0      6.125    0.125    miri_lrs
21260.7    135.6      6.375    0.125    miri_lrs
21416.0    153.1      6.625    0.125    miri_lrs
21443.8    175.4      6.875    0.125    miri_lrs
21580.2    171.6      7.125    0.125    miri_lrs
22099.7    205.0      7.375    0.125    miri_lrs
21642.4    194.3      7.625    0.125    miri_lrs
21355.1    200.0      7.875    0.125    miri_lrs
20999.2    231.8      8.125    0.125    miri_lrs
21338.9    223.8      8.375    0.125    miri_lrs
21350.3    251.9      8.625    0.125    miri_lrs
21690.3    256.9      8.875    0.125    miri_lrs
21314.7    288.9      9.125    0.125    miri_lrs
21043.5    314.9      9.375    0.125    miri_lrs
21000.1    323.3      9.625    0.125    miri_lrs
21345.3    295.8      9.875    0.125    miri_lrs
20383.2    393.7     10.125    0.125    miri_lrs
19927.7    464.2     10.375    0.125    miri_lrs
20268.0    422.3     10.625    0.125    miri_lrs
20159.4    564.7     10.875    0.125    miri_lrs
20928.5    789.4     11.125    0.125    miri_lrs
19224.0    846.0     11.375    0.125    miri_lrs
20182.9    948.8     11.625    0.125    miri_lrs
20076.2    996.2     11.875    0.125    miri_lrs
