# Passband info could be (1) a path to a filter file or
# (2) a tophat filter defined by a central wavelength, half-width,
# and optionally a name

# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (none, percent, ppt, ppm)
# and also indicates that there's data and uncertainties to read
# as two columns before the passband info

@DEPTH_UNITS
ppm

# depth    depth_err     wl  half_width    instrument
@DATA
  211.90      7.60   {FILTERS}cheops.dat
  340.40      7.00   {FILTERS}tess.dat
 3098.00    112.00   {FILTERS}spitzer_irac1.dat
 3925.00     25.00   {FILTERS}spitzer_irac2.dat
 4080.00    230.00   {FILTERS}spitzer_irac3.dat
 4350.00    205.00   {FILTERS}spitzer_irac4.dat
 2639.46    275.93     2.54129    0.00248    NIRISS
 2461.13    311.65     2.54624    0.00248    NIRISS
 2243.06    292.87     2.55120    0.00248    NIRISS
 3229.57    304.67     2.55616    0.00248    NIRISS
 2532.60    343.51     2.56062    0.00198    NIRISS
 2329.65    309.07     2.56508    0.00248    NIRISS
 1655.97    315.94     2.57004    0.00248    NIRISS
 2338.47    323.20     2.57500    0.00248    NIRISS
 2130.17    312.76     2.57996    0.00248    NIRISS
 2739.70    335.92     2.58493    0.00248    NIRISS
 2428.81    307.07     2.58989    0.00248    NIRISS
 2259.75    322.55     2.59485    0.00248    NIRISS
 2833.20    308.32     2.59932    0.00199    NIRISS
 2192.34    348.70     2.60380    0.00248    NIRISS
 2962.96    307.11     2.60877    0.00248    NIRISS
 2775.44    336.05     2.61374    0.00249    NIRISS
 2040.87    344.31     2.61871    0.00249    NIRISS
 2627.25    370.49     2.62368    0.00249    NIRISS
 2900.22    333.58     2.62865    0.00249    NIRISS
 2563.37    307.86     2.63363    0.00249    NIRISS
 2962.66    382.57     2.63811    0.00199    NIRISS
 2663.76    334.71     2.64259    0.00249    NIRISS
 3385.27    306.58     2.64757    0.00249    NIRISS
 2048.73    328.53     2.65255    0.00249    NIRISS
 2952.21    327.54     2.65754    0.00249    NIRISS
 2096.53    334.57     2.66252    0.00249    NIRISS
 2420.96    338.85     2.66751    0.00249    NIRISS
 2567.37    390.81     2.67200    0.00200    NIRISS
 2242.08    355.48     2.67649    0.00249    NIRISS
 2613.97    345.94     2.68148    0.00250    NIRISS
 2587.19    381.19     2.68647    0.00250    NIRISS
 2893.11    343.22     2.69146    0.00250    NIRISS
 1824.00    339.16     2.69646    0.00250    NIRISS
 2154.53    385.10     2.70146    0.00250    NIRISS
 2697.57    394.59     2.70596    0.00200    NIRISS
 1958.56    397.67     2.71046    0.00250    NIRISS
 3332.54    371.60     2.71546    0.00250    NIRISS
 2389.70    375.01     2.72046    0.00250    NIRISS
 2392.24    382.51     2.72547    0.00250    NIRISS
 2671.83    408.48     2.73048    0.00250    NIRISS
 3348.70    407.53     2.73499    0.00200    NIRISS
 2610.69    391.36     2.73950    0.00251    NIRISS
 1642.79    426.22     2.74451    0.00251    NIRISS
 2282.07    441.32     2.74953    0.00251    NIRISS
 3024.27    420.48     2.75455    0.00251    NIRISS
